,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20
BEX4,1.1015117,-0.19823313,0.19421875,0.34104586,0.07404685,0.26790202,0.04117787,-0.040373206,0.0014185905,0.13430119,0.065767765,-0.077831745,0.4170388,-0.015553832,0.29273033,-0.056916475,-0.19807518,0.25341213,-0.005286932,-0.29798448
BEX5,0.90672374,-0.20068288,0.24200082,0.28235316,0.0282228,0.21383166,0.011175871,-0.09046197,-0.05375147,-0.01605153,-0.053995848,0.0698328,0.20651221,0.055992603,0.8423567,-0.036519766,-0.16269684,0.23819804,0.042653084,0.041753054
BFAR,1.1568666,0.023126602,0.19030571,0.10912418,0.21951795,-0.119537115,-0.013023615,-0.34235716,-0.046104193,-0.032013655,0.03359914,0.069350004,0.26496053,0.1506269,0.6255567,-0.008332729,-0.184232,0.020319223,0.044077635,-0.116205215
BFSP1,0.80999136,-0.41880608,0.041496754,0.17887354,-0.53598285,-0.1650393,-0.0029802322,0.0723958,-0.052291155,-0.4480064,-0.2254188,0.2579689,-0.49942732,0.039750338,0.6530285,0.025266409,-0.30276775,-0.3320694,-0.18686652,0.22993088
BHLHE40,0.79393387,0.23053885,-0.19363165,-0.03654957,-0.0055789948,0.21416545,-0.019061565,-0.32684207,-0.035512447,0.07338524,-0.08075237,0.15729666,0.1303196,0.13394356,0.5031705,-0.035858154,-0.03220439,0.36827326,0.031012297,-0.09025335
BHLHE41,0.68700874,0.03145337,-0.008738041,0.02810359,0.24323761,-0.06272793,0.03132224,-0.06643534,0.01834631,0.026994944,0.04015565,0.084114075,-0.21061003,0.41473508,0.15639961,0.030961633,-0.03965795,-0.30309558,-0.0821203,-0.24254024
BICD1,1.5451014,-0.089645386,-0.04452467,0.40035546,-0.1783967,-0.091171265,-0.021234155,-0.064376,-0.0013709068,-0.23495555,-0.067955256,0.02156794,-0.120043755,-0.007471442,0.14475584,0.010037422,-0.12488663,0.09480119,-0.039574504,-0.29194057
BICD2,0.26182532,0.044950843,-0.16938746,-0.014480948,-0.026708841,-0.77623725,0.011706352,0.13295412,0.019833446,-0.19711256,0.04658103,-0.08120239,-0.22954941,-0.3614992,-0.914222,0.021070242,0.14770329,-0.19586384,0.009414554,-0.11679828
BICDL1,1.2134433,0.006657839,0.22486448,0.31564832,-0.13155341,0.19651055,-0.037664175,0.15325546,-0.009489059,0.12573004,-0.09867549,0.007849932,-0.05324483,-0.10994077,0.5085051,-0.017619133,-0.17971396,-0.05890727,0.007992983,-0.16747117
BICRA,1.2075007,0.16558766,-0.15834272,-0.35331845,-0.061058998,0.5538076,0.005891919,-0.26899278,-0.025218725,0.16297102,0.046268106,-0.1282394,0.23983717,0.16251206,-0.047314167,-0.07430315,-0.079634786,-0.0035732985,0.0042259693,-0.18957853
BICRAL,1.0328561,-0.13685301,-0.48218146,-0.1439929,-0.14367923,-0.52526146,0.0071786344,-0.08178055,-0.018635392,-0.13970062,-0.05119145,0.025852025,-0.3291346,-0.15764385,-0.6624453,0.011628121,0.058618933,0.17503947,-0.055315346,-0.140436
BID,-0.37581623,0.35491586,0.063955784,-0.025311112,0.13359487,-0.7799357,-0.001001358,-0.12770891,0.042796135,-0.090262294,0.04400611,0.002208352,-0.10829568,-0.2772987,-0.13477802,-0.0009983778,0.06686449,-0.46989322,0.02836883,-0.025641918
BIK,-0.31929612,0.07895231,0.27965903,0.15877485,0.21577477,-0.66936016,-0.015228987,0.274235,0.0027358532,0.37640333,0.10023117,-0.028020144,-0.109899044,-0.034338236,0.11615157,0.008517504,0.13975501,-0.88014007,0.030440092,-0.16243458
BIN1,1.2161016,-0.24847388,0.058609247,-0.08381605,-0.263834,0.048077106,-0.009948015,-0.07699728,-0.003451109,-0.12968183,-0.07984042,0.030189753,-0.071531534,0.078082085,0.7878721,-0.0034332275,-0.120449066,-0.20331144,-0.017428398,0.030577183
BIN2,-0.50843656,-0.12538135,-0.39514005,-0.1266241,0.091421604,-1.0104328,0.013884902,-0.008356571,0.0061511993,-0.12424886,-0.048810244,0.18856823,-0.2816975,-0.22894442,-0.5167872,0.05674064,0.09766221,-0.30849576,-0.032824278,0.25602877
BIN3,0.21330453,0.37872383,-0.07453859,-0.61263853,0.4405808,-0.22130944,0.00433214,-0.31615943,-0.074075535,0.5422596,0.2954338,-0.116292015,-0.19044802,-0.31272098,0.027134642,-0.011795387,0.06254576,-0.16071536,-0.017899647,0.03388785
BIRC2,0.31721592,-0.31874776,0.19002557,0.51926374,-0.13944507,-0.5736768,-0.008434057,0.4082024,0.04246831,-0.16718507,0.078868866,-0.040215254,0.2604723,0.019592047,-1.1061847,0.011628866,0.12064576,0.33525229,-0.010532141,-0.16462207
BIRC3,1.4587462,-0.08202493,0.2535522,0.48985183,-0.18577576,0.003004074,-0.0059366226,0.12098551,0.013768673,0.04053712,0.010544062,-0.10032356,0.13294816,-0.060260296,0.10932386,-0.015887618,-0.10729432,0.23853779,0.069761276,-0.27980208
BIRC5,0.3755957,0.2441138,0.21169782,0.59134364,0.42811632,0.5431667,0.018039346,-0.021746755,-0.027820468,0.190866,0.07188916,0.09686053,0.51100254,0.45303404,0.3396541,-0.023937225,-0.019709766,0.13632178,-0.0015586615,-0.17349124
BIRC6,1.4642626,0.111329556,-0.20282865,0.18118918,-0.07021427,-0.022381544,0.0038951635,0.04594922,0.011697412,-0.018760562,-0.11177659,0.029346347,-0.05387664,0.114545226,-0.4874289,0.021085143,-0.019317865,0.037157536,-0.022631884,-0.21916926
BISPR,1.1771098,0.2940029,0.05016029,0.29826462,-0.22456944,-0.20220578,0.0019669533,-0.02361834,0.048691034,-0.19712746,-0.09007305,0.10461211,-0.09641945,0.28884858,0.4512444,0.08156896,-0.007939339,-0.44938177,0.01065135,-0.24526417
BIVM,1.3109729,0.043061376,0.096830726,0.5764395,0.06131828,-0.12981594,0.009928644,0.11048019,0.0027388334,-0.17458797,-0.13047159,0.016748905,-0.031983852,-0.08698106,-0.13056695,0.0054866076,-0.15728623,-0.200741,-0.040471554,-0.12518913
BLCAP,1.0825696,0.05890131,0.13700743,0.3269227,-0.18506944,-0.35728365,-0.0029146671,-0.047039986,0.010430813,-0.439474,0.028021634,-0.075407326,-0.17732978,-0.2264008,-0.14146864,-0.027027726,-0.15600622,-0.39569438,-0.02900064,-0.15090257
BLK,0.89666843,-0.022025406,0.31694472,0.07420778,-0.169155,-0.2562806,-0.012895465,0.08223057,0.029855967,-0.13493598,0.27540922,0.019299984,-0.1675412,-0.352484,0.47385097,-0.058586895,-0.14921129,-0.3216192,0.066418946,0.036156178
BLM,0.6509423,-0.17976165,0.09521544,0.09199977,0.11789799,0.20665824,-0.017303228,0.13072193,0.031626225,-0.24495721,0.051909685,-0.24175048,0.0048220158,0.24680197,-0.4020393,0.07148981,0.08016229,-0.7108778,-0.13347566,-0.27474165
BLMH,1.1237711,-0.031015277,0.07062554,0.184533,-0.010100007,-0.11034012,-0.0043302774,-0.20581186,0.0041633844,-0.3591001,-0.10705888,0.09356141,0.36496818,0.3445089,0.6105453,-0.013354421,-0.082051754,-0.32354295,-0.0065267086,-0.27991533
BLNK,1.0806352,0.11974573,0.101187825,0.35581887,-0.10223389,-0.17530918,0.024744868,0.11627674,0.04209578,-0.19194484,0.1681596,0.15029311,-0.25244057,-0.039365888,0.3411293,-0.039848685,-0.2052784,-0.29075742,-0.03412366,-0.29793978
BLOC1S1,-1.0543048,0.053322315,0.3148198,-0.08638501,0.26888847,-0.54306984,-0.022286177,0.21673441,0.04633665,0.13381839,0.07278323,-0.012654066,0.09776354,-0.0973165,-0.121968985,0.031256676,0.031238794,-0.66499114,0.059074163,0.29927492
BLOC1S2,-0.14458597,-0.16350746,0.31342804,0.11025965,0.37748516,-0.97934306,-0.012585521,-0.11098087,-0.014162064,-0.20173192,0.09782612,-0.08371174,0.20584762,-0.06790161,-0.8348763,-0.028029084,-0.006428361,0.36521554,0.00487864,-0.041681528
BLOC1S3,0.107085705,0.244385,-0.13766289,-0.20205975,-0.10268688,-0.56750774,0.01386404,-0.12190342,-0.007504225,-0.43953657,0.0014901161,0.010842085,-0.57557225,-0.23703575,-0.15181899,0.019675493,0.014609098,-0.72865486,-0.17331243,0.01116991
BLOC1S4,0.79838336,0.044113398,0.23278594,0.097718835,-0.23136139,-0.24017096,-0.0042170286,-0.15304387,0.04643798,-0.5884826,0.092571974,-0.26358366,-0.16687512,-0.08242428,-0.274989,0.009742379,-0.013238192,-0.88237226,-0.15324652,-0.21122098
BLOC1S5,0.8396387,-0.22097826,0.18845797,0.5482137,0.12318492,-0.57956576,-0.01719892,0.072818995,-0.014954805,-0.26996732,0.0028073788,0.102356076,0.26716888,0.09286404,-0.23750365,0.024926662,-0.06058812,-0.04453957,-0.018024445,-0.23647547
BLOC1S6,0.87502,-0.041764185,0.32585636,0.2560906,-0.04614289,-0.30806434,-0.0049442053,-0.0779293,0.022092462,-0.31293702,0.06676912,-0.2673402,0.19803122,-0.06266306,-0.8403637,-0.011073053,0.027316809,0.21709278,-0.04163529,-0.29906702
BLVRA,0.10474026,0.49290508,0.4204899,0.1337111,0.032146275,-0.3602594,0.002220273,-0.23162961,0.038525462,-0.668478,-0.05378127,0.098633766,0.43614805,0.18745661,0.1445353,-0.044998527,-0.10587871,-0.5490005,0.06349087,-0.0718683
BLVRB,-0.5730927,-0.17778724,0.21203756,0.74758494,-0.044338405,0.9737965,0.025121868,0.41486585,0.010719895,-0.09402186,-0.04771948,0.13007522,0.507338,0.18438846,0.3695246,-0.0073432922,0.1566574,0.13138056,0.0039950013,0.26438683
BLZF1,-0.04286468,-0.12007207,0.05326569,0.11269152,0.045846403,-0.7392317,-0.0045642257,0.1139313,0.03167391,-0.16774237,0.06957948,0.042055547,0.022608042,-0.07362664,-0.84554404,0.014825165,0.07293522,-0.01694262,-0.09755641,-0.12072176
BMF,0.43437332,0.47450066,0.19090772,0.01552701,-0.42773783,-0.30888617,0.015696883,-0.024323165,0.07843375,-0.65259933,0.058437884,-0.19983202,-0.10026991,-0.27481765,-0.38297772,0.00017136335,0.09479076,-0.61575174,-0.070132315,-0.34957528
BMI1,1.3010561,-0.11589825,0.16463101,0.4335642,0.0069767237,-0.32876134,-0.0100284815,0.066521764,0.021266937,-0.24629831,0.03210306,-0.085538626,0.22909343,-0.026464462,-0.4354179,-0.006636977,-0.0223279,0.25669634,0.02219677,-0.16152859
BMP1,1.0479808,-0.03555417,-0.0007748604,-0.07084608,-0.17520785,-0.0046491623,-0.02912879,-0.11096597,-0.03399849,-0.43783784,-0.056517124,0.143224,-0.021773577,0.055021048,0.49334764,-0.01835227,-0.05490184,-0.41112304,-0.01924634,0.021839142
BMP2K,0.3522709,0.17486513,0.18177927,0.68127215,-0.036904216,0.82175136,-0.012972951,0.07581711,-0.00834614,-0.1688093,-0.09128749,-0.1689583,0.054886937,-0.100660324,-0.46737492,0.031377375,0.004583597,0.013785064,0.012201071,-0.14375448
BMP8B,1.1901081,-0.18340051,-0.17772615,0.3085047,-0.16147792,0.04325509,0.00062286854,0.094394386,0.047323108,-0.363712,0.078599155,0.117604434,-0.017918646,0.32671392,-0.17727166,-0.020757318,0.16185641,-0.5428672,-0.17643869,-0.414899
BMPR1A,1.3177514,-0.30350685,0.1683712,0.60784817,-0.08581877,-0.34459233,0.03901124,0.16160607,0.0069499016,-0.21888018,0.08918047,0.055539608,-0.06363392,-0.0428617,0.12898445,0.032949448,-0.08453131,-0.107216835,0.008863211,-0.17555952
BMPR2,0.87000877,-0.21071136,0.27544498,0.12796521,-0.11942834,-0.6852761,0.050629675,0.058963895,0.048702955,-0.4106328,0.102715194,-0.09151548,0.18430501,0.18515736,-0.5538434,0.019320846,0.05297512,-0.24027377,0.036644936,-0.2641827
BMS1,1.2331128,-0.0036597252,-0.031763315,0.21920204,-0.18029809,0.09507537,-0.016206503,-0.17978549,-0.014275312,-0.14923215,-0.15774369,0.09955764,0.09441376,0.2554655,0.47593713,-0.010019541,-0.11705756,-0.39788485,-0.013267994,-0.2652526
BMT2,0.47401786,-0.08653402,0.09958744,-0.07631183,0.114399195,-0.78995526,0.014281273,-0.064343214,0.022733212,-0.030708313,0.08469224,-0.1782,0.24653673,-0.09941459,-1.1171281,0.010812283,0.19021928,0.43399632,0.024944544,-0.060617924
BNC2,1.0473132,-0.1277268,0.0017166138,0.12500882,-0.20595193,0.29153824,0.028419495,-0.1697421,-0.07857084,-0.13396144,-0.049340725,0.15942454,0.009727478,0.13589263,0.48754215,0.0024676323,-0.06453991,0.3628373,-0.01553297,-0.06470084
BNIP1,0.899148,-0.03273487,0.23235679,0.31177402,-0.012928247,-0.19141436,-0.049120188,0.12484789,-0.0069200993,-0.3006637,-0.12816787,0.20318031,0.023525953,0.23213029,0.7631242,0.004041195,-0.055491924,-0.33690333,-0.05246401,0.021058321
BNIP2,0.03527999,-0.067687035,0.10535717,-0.06096661,0.20747483,-0.781548,0.006315112,-0.052446127,0.026246905,-0.08082986,0.10692477,-0.19479394,0.19771159,-0.089901686,-1.2047529,0.023272634,0.175488,0.12951195,-0.023001432,-0.07804632
BNIP3,0.87113976,0.02901256,-0.03860891,-0.29776394,0.260216,0.0328362,0.017523766,-0.088855624,-0.028574467,0.4317224,0.008073449,0.089493394,0.47314167,0.3931433,0.20084381,-0.009894371,0.17428994,0.6436765,0.048959255,0.018888712
BNIP3L,-0.07734001,-0.1006484,0.2430588,0.76523423,0.15559793,0.25323033,-0.037047267,0.41064024,-0.05645752,0.17483234,-0.046515465,0.0707984,0.48220456,0.27026832,-0.2471447,0.039580464,0.2639562,0.72642267,0.09212792,0.10845959
BOD1,1.0853082,-0.115698576,0.43599308,0.5166173,-0.10794401,-0.2594024,-0.0027954578,0.18417239,-0.001090765,-0.3768891,0.021621585,0.05247593,0.09429455,0.011739135,-0.101822615,-0.04440546,-0.10406077,-0.25560558,-0.054827332,-0.14900267
BOD1L1,0.6581634,0.122231245,-0.17287582,-0.008900464,0.12574643,-0.5876839,0.015801191,0.108759105,-0.018310547,0.028248131,0.021079183,0.011941791,-0.24537295,-0.2434656,-1.1005566,0.011332333,0.10673702,0.28166175,0.007991493,0.032307208
BOK,0.80842674,-0.5009234,-0.13457239,-0.06197691,-0.2924174,-0.03270805,0.012812018,0.068578124,-0.07982552,-0.2828449,-0.046506524,0.22902489,0.13539493,0.10787845,0.5590409,-0.014075637,0.08974373,0.18844008,-0.061640143,0.24165809
BOLA1,-0.06763637,-0.05661547,0.37313402,0.036016107,-0.07896423,-0.3866136,-0.018531084,0.2147615,0.052547455,-0.29462874,0.032901764,0.105276704,-0.14861226,0.007686019,0.21702647,0.035369396,0.055107474,-0.9205878,-0.01911521,0.13633668
BOLA3,0.7390246,0.1444146,0.26883483,0.6761506,0.1207903,0.51139,0.023399293,0.21207482,-0.030723214,0.14438778,-0.0007301569,0.08339286,0.055256486,0.2627805,0.32547414,-0.0061035156,-0.15690774,-0.057810545,-0.052151084,-0.19020289
BOP1,1.0800958,0.012484193,0.02771318,0.063970685,-0.30201375,0.21270812,0.0026613474,-0.05696714,-0.0060766935,-0.22524595,-0.11689961,0.16330779,0.035515428,0.26671588,0.70661604,0.010100007,-0.015839934,-0.5220175,-0.060868263,-0.0036090612
BORA,0.8070409,0.0677526,0.127244,0.6478846,-0.096661225,-0.21041669,-0.0144302845,-0.052332878,0.032508373,-0.32966176,-0.025373697,-0.07490553,0.2067864,0.13585687,-0.6524924,-0.001502037,-0.02824068,-0.15818514,-0.07503666,-0.33932963
BORCS5,1.1172593,-0.13514161,0.065368414,0.06234646,0.1676023,0.3311336,-0.0069499016,-0.031900406,-0.011485815,0.34478903,0.09449124,-0.102853775,0.12795329,0.17377138,0.49327016,0.03156066,-0.10868907,0.049948692,0.060266256,-0.046545267
BORCS6,0.20931959,0.14645457,-0.04027486,-0.24856329,-0.04181266,-0.41028857,-0.013887882,-0.08659363,0.01103878,-0.2383709,-0.044703484,0.025951862,-0.21212101,-0.028514862,0.684917,0.030195713,-0.18876791,-0.7756591,-0.0062823296,0.09878278
BORCS7,0.93961954,-0.018030405,0.4132241,0.3486663,0.053733587,-0.546059,-0.012868643,0.039577484,0.07613897,-0.42588413,0.09345412,-0.13318956,0.42856336,0.007802248,-0.5855441,-0.004696846,0.11903942,0.06867945,0.026115775,-0.059616566
BORCS8,-0.18286109,0.09953976,-0.00034570694,-0.16660094,0.3416717,-0.6200671,-0.0022172928,0.24664998,0.0069260597,0.15694499,0.103098154,-0.05390644,-0.15234947,-0.17839074,-0.63845515,0.020855665,0.091570616,-0.49635768,0.008493662,0.27750134
BPGM,0.021958351,-0.06348789,0.20087361,0.87412,-0.04134178,0.8329004,-0.03424883,0.54626465,-0.029057264,0.13549924,-0.09621382,0.11845827,0.60094595,0.43976307,-0.04364252,0.029698014,0.094380975,0.41306615,0.13390481,0.1523912
BPHL,0.960058,-0.36028028,0.0065147877,0.14365911,0.15379786,0.1662612,-0.003683567,-0.10846853,-0.060367584,-0.1780212,0.08099675,-0.02271533,0.12801886,0.013315678,0.6011069,-0.058317184,0.0147640705,-0.19854307,-0.02156496,0.15916228
BPI,0.43103993,0.10288656,0.015583634,0.64554214,0.50014853,0.5482912,-0.0136733055,0.110670924,-0.009289384,0.4436046,0.055345893,0.23571551,0.4908234,0.2728939,0.3464967,-0.03425181,-0.038522482,-0.0048935413,0.13650656,-0.112354755
BPNT1,0.98808706,-0.12564659,0.42490363,0.27324557,-0.024297833,-0.69821477,0.016477704,0.1723051,-0.021219254,-0.41860342,0.01641512,0.038412213,-0.12434423,-0.078842044,-0.2180636,0.03439486,-0.07086992,-0.47383308,-0.009664893,0.06612837
BPTF,1.3665885,0.02258718,-0.23996532,0.10508001,-0.10796487,-0.16583502,0.022500753,0.08105934,-0.008365512,-0.016000867,-0.036540627,0.08153319,-0.113877654,0.068983436,-0.5929172,0.014695525,0.03899634,0.043034554,0.03131628,-0.18941462
BRAF,0.7091582,-0.043034554,-0.23941994,-0.13241172,0.16701221,-0.08645058,-0.00081658363,-0.23457408,-0.04377365,0.4400611,0.111335516,0.020462275,0.19764304,0.07572174,0.17626286,-0.027012825,0.14255047,0.72182417,0.07367134,-0.24836063
BRAP,0.14448166,0.13650656,-0.25619268,-0.31262636,-0.056666136,-0.6011605,0.0072538853,-0.17598271,0.020754337,-0.1866281,-0.015890598,-0.0011146069,-0.41317344,0.30342937,-0.2642691,0.03376007,0.13276339,-0.5532682,-0.042289495,-0.41773915
BRAT1,0.7388294,0.32045245,0.28816164,-0.21740384,-0.23978092,-0.057694316,-0.028467178,-0.1879055,0.010168552,-0.19002743,-0.012272596,0.028145313,-0.23949482,-0.04658103,0.40356815,0.012424588,-0.19883849,-1.121879,-0.06439984,-0.061163306
BRCA1,0.16907305,0.15021116,-0.25145113,0.32569915,0.24207681,-0.38066208,0.00028163195,0.1468733,0.036348403,-0.079633296,-0.036023557,0.18671602,-0.12395382,0.16172975,-0.658302,0.000654161,0.095154345,-0.42773038,-0.12594461,-0.06732792
BRCA2,0.80411136,0.18834919,0.31538904,0.42253882,0.43995976,0.16875863,-0.0010311604,-0.017431378,-0.0067695975,0.15729517,0.15872717,0.0147640705,0.07891506,0.49712658,-0.23154914,-0.036922097,0.1575455,-0.25777966,-0.069087744,-0.55084974
BRCC3,0.6118387,-0.045597553,0.04360974,0.27844012,0.049456954,-0.47044456,-0.023251772,0.04734099,0.023543835,-0.488019,-0.06283224,-0.06211698,0.08741021,-0.06374717,-0.9184867,-0.002348423,-0.040262938,-0.3643453,-0.05555451,-0.20159483
BRD1,1.6007245,-0.056779385,0.09278953,0.16095638,-0.059720874,0.17530918,-0.026166439,0.0764966,-0.0014066696,-0.056004524,0.016146898,-0.17863214,0.07790327,0.0032424927,-0.3011763,-0.007736683,-0.074866414,0.055110455,0.04439354,-0.23791194
BRD2,1.4391303,0.073610246,-0.32538176,-0.23355335,-0.2624944,-0.17179698,-0.009292364,-0.19875467,-0.038030744,0.019328296,0.009304285,-0.03284812,-0.17199963,-0.14872998,0.08613914,0.0010207295,0.056415796,-0.30581802,-0.0034794211,-0.30411035
BRD3,1.0429204,0.2550006,-0.13309121,-0.009804964,-0.07452369,-0.012922287,0.0016868114,-0.09356439,0.0038564205,-0.21408796,-0.049981475,-0.20200014,-0.056406856,-0.011685491,-0.57184696,-0.019189715,0.0061899424,-0.35376847,-0.016701221,-0.3211528
BRD3OS,0.78033805,-0.23711175,0.07292926,0.13572574,-0.34454018,-0.20326376,0.005480647,0.080275536,0.03697872,-0.45459867,0.015467405,-0.15059412,-0.329417,-0.23556352,-0.013624132,0.02090782,-0.108513236,-0.6554082,-0.13594031,-0.2643481
BRD4,0.74557066,0.07646084,-0.4917264,-0.26063323,-0.16207695,0.29254556,0.012242794,-0.09877086,-0.04005432,0.30088425,0.023436546,0.10561943,-0.015950203,0.13114214,0.39713383,-0.011670589,0.18835664,0.4467368,0.06787181,-0.09832382
BRD7,1.5344203,-0.18353462,0.13950467,0.28434396,-0.01128912,-0.27740002,0.0351727,-0.09146333,-0.002938509,-0.25882125,-0.10283589,0.032240152,0.252074,0.2831936,0.11007786,0.0019133091,-0.003439188,-0.06272197,0.016713142,-0.1880467
BRD8,0.29233098,0.04566312,-0.34062862,-0.022912025,0.06405115,-0.74071586,0.019297004,0.19465685,-0.0348866,-0.10332465,-0.048848987,0.11161566,-0.12021959,-0.19057095,-0.8542448,0.04017055,0.22982359,-0.0972867,0.023293495,0.12855828
BRD9,1.4275908,0.03337264,0.1585722,0.12923777,-0.14233887,0.18425882,-0.03630519,-0.068712234,-0.022000074,-0.20693839,0.0019103289,0.009039044,0.071662664,0.009891391,0.32202005,-0.020125508,-0.14419258,-0.53106546,-0.025767088,-0.10014176
BRF1,1.1974156,0.056940317,0.04954934,-0.1142025,-0.19838214,0.17721653,-0.010597706,0.0228405,-0.01898408,-0.14794469,-0.025171041,0.11110902,0.14497042,0.04506111,0.5196512,-0.024652481,-0.023984909,-0.2500236,-0.003606081,0.013434887
BRF2,0.26940703,0.04339814,0.052177906,0.16217232,-0.2968073,-0.37221313,-0.022989511,0.12571216,0.056630373,-0.3555119,-0.09960532,-0.133425,-0.19432902,-0.050872564,-0.45400858,0.016921759,0.14272332,-0.77088475,-0.12546182,-0.16141534
BRI3,-0.86072683,0.2916515,-0.1330018,-0.4281342,0.51822066,-0.77413917,-0.020086765,-0.313586,-0.0036656857,0.062799454,0.10917783,0.073480606,0.2877295,-0.044459105,-0.2976656,-0.004774332,0.1239717,0.26575327,0.06733537,0.2640128
BRI3BP,0.15099943,0.06299913,0.18398166,0.18471777,-0.157246,-0.51252544,0.011652708,0.24165213,0.050467253,-0.436306,-0.013980269,-0.029426813,-0.09908527,-0.06522834,-0.6432861,0.04646778,0.07686168,-0.5648166,-0.015357137,-0.19612014
BRICD5,0.2639234,0.0741303,-0.19659996,-0.13173223,0.0013053417,-0.46477914,-0.013440847,0.23964047,-0.032764673,-0.008827448,0.038796663,0.42711496,-0.1458168,-0.067698956,0.32086968,-0.017625093,0.0449121,-0.47360063,0.058966875,0.41982532
BRIX1,0.7213265,-0.108233094,0.47967732,0.41851997,-0.031071901,-0.38013756,-0.007991493,0.09100884,0.005660951,-0.25330484,-0.0917241,0.03234446,-0.12628436,0.13761371,0.20303428,-0.0036403537,-0.08996874,-0.36353916,-0.08149743,-0.1976192
